syn,urg,cwr,ecn,ack,push,reset,fin,ns,res,srcbytes,dstbytes,wrong,duration,srcip,srcport,dstip,dstport,type,sample_rate
2,0,0,0,1,0,0,0,0,0,0,0,0,0.004251,172.16.117.103,11308,199.95.209.99,80,6,1000
2,0,0,0,14,3,0,1,0,0,335,8982,0,0.054771,172.16.112.194,11896,199.95.74.90,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.116.201,12368,206.132.25.51,80,6,1000
2,0,0,0,17,11,0,0,0,0,128,284,0,0.5565,172.16.113.84,12905,196.227.33.189,25,6,1000
2,0,0,0,4,2,0,0,0,0,289,331,0,0.023053999999999998,172.16.114.207,13839,209.67.29.11,80,6,1000
2,0,0,0,11,3,0,1,0,0,179,4984,0,0.044746,172.16.117.103,14487,204.151.33.3,80,6,1000
2,0,0,0,9,2,0,2,0,0,278,2543,0,0.036775,172.16.114.207,14904,207.25.71.141,80,6,1000
2,0,0,0,7,1,0,0,0,0,262,2920,0,0.04893,172.16.117.103,16422,204.151.33.3,80,6,1000
2,0,0,0,9,2,0,2,0,0,139,409,0,0.031197000000000003,172.16.117.52,16515,187.187.187.187,80,6,1000
2,0,0,0,41,28,0,0,0,0,180,577,0,7.061547,172.16.112.207,17384,172.16.112.100,21,6,1000
2,0,0,0,8,1,0,0,0,0,166,4380,0,0.050074,172.16.117.132,18160,209.97.17.220,80,6,1000
2,0,0,0,5,1,0,0,0,0,206,1460,0,0.021665,172.16.117.52,19007,137.241.250.70,80,6,1000
2,0,0,0,2588,1715,0,0,0,0,948,2296,0,1057.349068,172.16.112.194,19499,135.8.60.182,23,6,1000
2,0,0,0,8,2,0,2,0,0,286,481,0,0.027041000000000003,172.16.112.194,19609,204.123.2.107,80,6,1000
2,0,0,0,6,3,0,1,0,0,233,1120,0,0.023721000000000003,172.16.113.84,20525,205.157.69.25,80,6,1000
2,0,0,0,3,1,0,0,0,0,324,0,0,0.006887000000000001,172.16.115.5,20653,207.68.161.27,80,6,1000
2,0,0,0,3,1,0,0,0,0,244,0,0,0.005396,172.16.113.84,21141,209.66.74.13,80,6,1000
2,0,0,0,511,308,0,0,0,0,167,261842,0,15.053332999999999,194.7.248.153,21522,172.16.112.194,23,6,1000
2,0,0,0,311,200,0,0,0,0,145,3069,0,82.58192700000001,172.16.112.149,21270,172.16.112.50,23,6,1000
0,0,0,0,180,119,0,0,0,0,60,1915,0,69.356342,172.16.112.149,21270,172.16.112.50,23,6,1000
0,0,0,0,275,181,0,0,0,0,89,4180,0,169.39377199999998,172.16.112.149,21270,172.16.112.50,23,6,1000
2,0,0,0,124,3,0,0,0,0,184,154760,0,0.191143,194.27.251.21,21528,172.16.112.100,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.002926,172.16.117.52,22580,206.79.229.16,80,6,1000
2,0,0,0,8,2,0,2,0,0,332,1013,0,0.024231,172.16.115.5,24025,129.53.216.5,80,6,1000
2,0,0,0,3,1,0,0,0,0,310,0,0,0.0016079999999999998,135.8.60.182,21611,172.16.112.100,80,6,1000
2,0,0,0,7,3,0,1,0,0,240,1967,0,0.034543,172.16.113.84,26737,209.24.233.22,80,6,1000
2,0,0,0,11,7,0,0,0,0,72,48,0,0.11559000000000001,172.16.113.105,28067,194.7.248.153,23,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.113.105,28780,207.25.71.200,80,6,1000
2,0,0,0,4,1,0,0,0,0,220,0,0,0.019746,172.16.117.52,29920,206.15.114.37,80,6,1000
2,0,0,0,12,1,0,0,0,0,204,8760,0,0.051038,172.16.116.201,30803,204.146.18.33,80,6,1000
2,0,0,0,6,2,0,1,0,0,196,274,0,0.019898,172.16.116.201,31264,199.95.74.95,80,6,1000
2,0,0,0,4,1,0,0,0,0,205,0,0,0.022762,172.16.117.52,31835,12.16.191.161,80,6,1000
2,0,0,0,6,2,0,1,0,0,324,420,0,0.036920999999999995,172.16.115.5,1216,160.147.68.21,80,6,1000
2,0,0,0,869,559,0,0,0,0,310,9583,0,224.33556600000003,172.16.113.204,1537,172.16.112.50,23,6,1000
0,0,0,0,999,646,0,0,0,0,300,10610,0,239.2073,172.16.113.204,1537,172.16.112.50,23,6,1000
2,0,0,0,8,5,0,0,0,0,48,47,0,0.064606,172.16.113.84,1742,172.16.112.100,25,6,1000
2,0,0,0,7,2,0,1,0,0,310,306,0,0.02114,172.16.114.207,2132,209.67.228.53,80,6,1000
2,0,0,0,3,1,0,0,0,0,328,0,0,0.004737,172.16.114.207,4193,166.77.13.117,80,6,1000
2,0,0,0,18,2,0,1,0,0,422,13826,0,0.054148,172.16.113.105,4873,206.132.25.51,80,6,1000
2,0,0,0,13,1,0,0,0,0,191,10220,0,0.05639400000000001,172.16.117.103,5642,209.22.120.220,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.0031940000000000002,172.16.113.84,6166,206.251.18.55,80,6,1000
2,0,0,0,8,3,0,1,0,0,11,224,0,0.107774,172.16.112.149,6339,196.227.33.189,79,6,1000
2,0,0,0,3,1,0,0,0,0,191,0,0,0.011098,172.16.116.201,7314,209.191.132.5,80,6,1000
2,0,0,0,15,3,0,2,0,0,321,5885,0,0.08132,172.16.114.207,7838,166.77.13.117,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.005045,172.16.113.105,8322,206.132.25.206,80,6,1000
2,0,0,0,5,2,0,0,0,0,209,299,0,0.023277000000000003,172.16.117.103,9326,198.113.160.132,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.114.207,10260,166.77.13.117,80,6,1000
2,0,0,0,16,1,0,0,0,0,232,13140,0,0.05885800000000001,172.16.112.194,10474,209.185.105.73,80,6,1000
2,0,0,0,4,1,0,0,0,0,316,0,0,0.021133000000000002,172.16.112.194,12337,209.1.224.190,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.0035240000000000002,172.16.112.100,4522,208.217.109.16,80,6,1000
2,0,0,0,147,92,0,0,0,0,124,2112,0,148.33774,172.16.114.168,13384,197.182.91.233,23,6,1000
0,0,0,0,59,39,0,0,0,0,18,3658,0,24.29452599999999,172.16.114.168,13384,197.182.91.233,23,6,1000
0,0,0,0,1375,901,0,0,0,0,440,13423,0,476.971497,172.16.114.168,13384,197.182.91.233,23,6,1000
0,0,0,0,479,309,0,0,0,0,158,4661,0,263.3438070000001,172.16.114.168,13384,197.182.91.233,23,6,1000
0,0,0,0,471,291,0,0,0,0,154,172,0,177.91387399999985,172.16.114.168,13384,197.182.91.233,23,6,1000
0,0,0,0,2910,1901,0,0,0,0,997,9599,0,2804.752907,172.16.114.168,13384,197.182.91.233,23,6,1000
0,0,0,0,934,620,0,0,0,0,331,1869,0,1188.1737139999996,172.16.114.168,13384,197.182.91.233,23,6,1000
0,0,0,0,372,245,0,0,0,0,126,1017,0,326.6496390000002,172.16.114.168,13384,197.182.91.233,23,6,1000
2,0,0,0,13,2,0,1,0,0,265,8213,0,0.056553,172.16.113.84,13385,209.24.233.22,80,6,1000
2,0,0,0,733,475,0,0,0,0,307,9136,0,126.80905800000001,172.16.112.149,13691,135.13.216.191,23,6,1000
0,0,0,0,1622,1059,0,0,0,0,517,16594,0,355.014259,172.16.112.149,13691,135.13.216.191,23,6,1000
0,0,0,0,2911,1894,0,0,0,0,936,24660,0,934.495974,172.16.112.149,13691,135.13.216.191,23,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,13998,152.163.210.24,80,6,1000
2,0,0,0,12,3,0,0,0,0,166,7952,0,0.058397000000000004,172.16.116.201,14126,209.191.132.5,80,6,1000
2,0,0,0,14,2,0,1,0,0,221,8631,0,0.079288,172.16.116.201,14409,209.191.132.5,80,6,1000
2,0,0,0,8,2,0,2,0,0,604,1580,0,0.013931,135.13.216.191,25125,172.16.114.50,80,6,1000
2,0,0,0,6,2,0,1,0,0,249,619,0,0.031267,172.16.114.207,18490,207.18.199.3,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.003812,172.16.112.194,19638,204.123.2.107,80,6,1000
2,0,0,0,14,2,0,2,0,0,265,6992,0,0.066073,172.16.113.84,20568,209.24.233.22,80,6,1000
2,0,0,0,7,3,0,1,0,0,306,1193,0,0.023936000000000002,172.16.114.207,22155,207.18.199.3,80,6,1000
2,0,0,0,179,115,0,0,0,0,107,1325,0,3.6687830000000003,172.16.114.148,22620,172.16.112.50,23,6,1000
2,0,0,0,9,3,0,2,0,0,210,1259,0,0.05157899999999999,172.16.116.201,22786,209.143.228.181,80,6,1000
2,0,0,0,19,4,0,1,0,0,618,13419,0,0.210698,197.182.91.233,27152,172.16.114.50,80,6,1000
2,0,0,0,164,104,0,0,0,0,130,2185,0,323.834542,172.16.112.207,24198,194.27.251.21,23,6,1000
0,0,0,0,342,227,0,0,0,0,117,945,0,508.275301,172.16.112.207,24198,194.27.251.21,23,6,1000
0,0,0,0,138,90,0,0,0,0,46,180,0,152.53820500000006,172.16.112.207,24198,194.27.251.21,23,6,1000
0,0,0,0,332,218,0,0,0,0,110,329,0,154.24813300000002,172.16.112.207,24198,194.27.251.21,23,6,1000
2,0,0,0,7,2,0,1,0,0,337,990,0,0.045233999999999996,172.16.112.194,24664,207.25.71.141,80,6,1000
2,0,0,0,6,3,0,0,0,0,209,1672,0,0.029876,172.16.116.201,25127,198.253.1.23,80,6,1000
2,0,0,0,3,1,0,0,0,0,324,0,0,0.003819,172.16.115.5,25761,207.212.114.4,80,6,1000
2,0,0,0,3,1,0,0,0,0,287,0,0,0.00565,172.16.113.105,26606,206.15.114.128,80,6,1000
2,0,0,0,998,682,0,0,0,0,327,506113,0,30.150498,194.7.248.153,27716,172.16.112.194,23,6,1000
2,0,0,0,180,2,0,1,0,0,305,204213,0,0.470718,172.16.114.207,26995,207.18.199.3,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.004326,172.16.114.169,27262,152.163.210.24,80,6,1000
2,0,0,0,6,3,0,0,0,0,307,1239,0,0.032333999999999995,172.16.114.207,28415,204.140.13.69,80,6,1000
2,0,0,0,597,408,0,0,0,0,224,229615,0,13.561445,194.7.248.153,28733,172.16.112.194,23,6,1000
2,0,0,0,10,2,0,0,0,0,619,7300,0,0.029299000000000002,135.13.216.191,28755,172.16.114.50,80,6,1000
2,0,0,0,1375,913,0,0,0,0,784,214981,0,37.067426,194.27.251.21,28796,172.16.112.194,23,6,1000
2,0,0,0,653,413,0,0,0,0,259,222647,0,17.072803,194.7.248.153,28811,172.16.112.194,23,6,1000
2,0,0,0,51,32,0,0,0,0,91,872,0,2.014432,172.16.113.204,29763,195.115.218.108,23,6,1000
0,0,0,0,60,38,0,0,0,0,21,473,0,69.600544,172.16.113.204,29763,195.115.218.108,23,6,1000
2,0,0,0,22,15,0,0,0,0,78,741,0,1.154144,194.27.251.21,28832,172.16.112.194,23,6,1000
2,0,0,0,80,48,0,0,0,0,108,3505,0,4.625156,194.27.251.21,29377,172.16.112.194,23,6,1000
0,0,0,0,793,527,0,0,0,0,268,174367,0,17.826586,194.27.251.21,29377,172.16.112.194,23,6,1000
2,0,0,0,492,322,0,0,0,0,210,4080,0,239.46315800000002,135.8.60.182,29378,172.16.112.50,23,6,1000
2,0,0,0,690,448,0,0,0,0,267,9394,0,289.589909,172.16.113.84,30154,172.16.112.50,23,6,1000
2,0,0,0,8,3,0,1,0,0,217,1787,0,0.035164,172.16.114.169,30810,209.67.29.11,80,6,1000
2,0,0,0,5,2,0,1,0,0,245,269,0,0.021711,172.16.114.169,31262,206.132.25.51,80,6,1000
2,0,0,0,9,7,0,0,0,0,72,57,0,0.450966,194.7.248.153,30084,172.16.112.194,23,6,1000
0,0,0,0,492,335,0,0,0,0,79,207010,0,10.461753,194.7.248.153,30084,172.16.112.194,23,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.001015,194.27.251.21,30164,172.16.114.50,80,6,1000
2,0,0,0,21,4,0,0,0,0,274,20044,0,0.36225100000000005,135.8.60.182,30389,172.16.114.50,80,6,1000
2,0,0,0,11,5,0,0,0,0,50,156,0,0.5439,172.16.114.168,1825,195.115.218.108,25,6,1000
2,0,0,0,788,516,0,0,0,0,630,26960,0,23.862784,194.7.248.153,30765,172.16.112.194,23,6,1000
2,0,0,0,106,16,0,0,0,0,179,122640,0,0.283702,194.27.251.21,30831,172.16.114.50,80,6,1000
2,0,0,0,7,2,0,1,0,0,314,770,0,0.021724,172.16.113.105,4997,209.233.32.186,80,6,1000
2,0,0,0,231,155,0,0,0,0,135,59136,0,8.551786,194.27.251.21,31294,172.16.112.194,23,6,1000
0,0,0,0,631,389,0,0,0,0,120,326169,0,20.056136,194.27.251.21,31294,172.16.112.194,23,6,1000
0,0,0,0,800,241,0,0,0,0,0,672031,0,8.111399000000002,194.27.251.21,31294,172.16.112.194,23,6,1000
2,0,0,0,596,383,0,0,0,0,291,2086,0,572.839355,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,102,67,0,0,0,0,35,714,0,62.43695500000001,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,139,86,0,0,0,0,45,202,0,30.79355400000009,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,1582,1039,0,0,0,0,534,1609,0,285.8502529999999,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,586,387,0,0,0,0,197,427,0,111.4481669999999,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,1566,1034,0,0,0,0,538,2695,0,302.22534300000007,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,2685,1734,0,0,0,0,944,13763,0,1626.080415,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,381,250,0,0,0,0,141,882,0,82.57338299999992,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,1402,927,0,0,0,0,475,986,0,210.01646900000011,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,2159,1430,0,0,0,0,742,5041,0,332.499429,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,160,106,0,0,0,0,54,162,0,16.016423000000028,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,604,396,0,0,0,0,226,1218,0,289.60034300000007,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,326,210,0,0,0,0,100,2075,0,72.0841019999998,172.16.112.149,6232,135.13.216.191,23,6,1000
0,0,0,0,558,366,0,0,0,0,183,4744,0,64.49654199999986,172.16.112.149,6232,135.13.216.191,23,6,1000
2,0,0,0,5,2,0,0,0,0,233,2698,0,0.00636,194.27.251.21,31309,172.16.114.50,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.114.169,8280,205.181.112.67,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.003351,172.16.113.204,10837,187.187.187.187,80,6,1000
2,0,0,0,625,396,0,0,0,0,245,3387,0,26.731454,172.16.112.149,11503,172.16.113.50,23,6,1000
2,0,0,0,142,89,0,0,0,0,202,5263,0,5.69842,194.27.251.21,32277,172.16.112.194,23,6,1000
0,0,0,0,235,156,0,0,0,0,73,20462,0,7.438438,194.27.251.21,32277,172.16.112.194,23,6,1000
0,0,0,0,536,366,0,0,0,0,182,118612,0,12.334335000000001,194.27.251.21,32277,172.16.112.194,23,6,1000
2,0,0,0,581,340,0,0,0,0,461,6535,0,16.946676999999998,194.7.248.153,1113,172.16.112.194,23,6,1000
0,0,0,0,631,400,0,0,0,0,178,223347,0,16.546507999999996,194.7.248.153,1113,172.16.112.194,23,6,1000
0,0,0,0,494,319,0,0,0,0,220,125150,0,14.277337000000005,194.7.248.153,1113,172.16.112.194,23,6,1000
2,0,0,0,10,2,0,0,0,0,258,6559,0,0.045093,172.16.117.103,13380,205.181.112.67,80,6,1000
2,0,0,0,7,1,0,0,0,0,318,2920,0,0.032486,172.16.113.204,17595,209.67.29.11,80,6,1000
2,0,0,0,10,3,0,2,0,0,220,1034,0,0.10515899999999999,172.16.117.103,18223,209.168.96.38,80,6,1000
2,0,0,0,283,185,0,0,0,0,142,1415,0,4.15948,172.16.113.105,18594,172.16.112.50,23,6,1000
2,0,0,0,23,16,0,1,0,0,1206,328,0,0.61342,172.16.112.194,22555,135.8.60.182,25,6,1000
2,0,0,0,5,1,0,0,0,0,234,2920,0,0.027051,172.16.117.103,23527,204.74.88.36,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.114.207,24674,159.142.131.74,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.112.194,26150,207.211.106.40,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,196.37.75.158,3205,172.16.114.50,80,6,1000
2,0,0,0,7,2,0,1,0,0,210,670,0,0.034577,172.16.117.103,28104,204.74.88.36,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.0019140000000000001,172.16.114.207,28724,160.147.217.23,80,6,1000
2,0,0,0,10,1,0,0,0,0,206,7300,0,0.039358,172.16.117.103,30942,132.25.1.25,80,6,1000
2,0,0,0,6,2,0,1,0,0,302,2698,0,0.007336,197.218.177.69,4613,172.16.114.50,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.115.87,31958,199.95.209.99,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.0033280000000000002,172.16.115.87,2107,209.67.29.11,80,6,1000
2,0,0,0,8,2,0,2,0,0,194,710,0,0.067341,172.16.117.103,2678,204.146.18.33,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.0009660000000000001,194.27.251.21,5379,172.16.114.50,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.001131,135.8.60.182,5642,172.16.114.50,80,6,1000
2,0,0,0,316,185,0,0,0,0,212,3882,0,9.706856,194.7.248.153,6202,172.16.112.194,23,6,1000
2,0,0,0,3,1,0,0,0,0,221,0,0,0.003406,172.16.112.207,4571,205.181.112.65,80,6,1000
2,0,0,0,838,551,0,0,0,0,362,2369,0,1684.2787230000001,172.16.113.204,4938,195.115.218.108,23,6,1000
0,0,0,0,354,233,0,0,0,0,155,155,0,105.49342800000001,172.16.113.204,4938,195.115.218.108,23,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.00555,172.16.117.103,5998,205.168.248.10,80,6,1000
2,0,0,0,1003,650,0,0,0,0,440,2754,0,3451.257606,172.16.112.194,6162,135.8.60.182,23,6,1000
0,0,0,0,788,524,0,0,0,0,267,267,0,402.42603400000013,172.16.112.194,6162,135.8.60.182,23,6,1000
2,0,0,0,9,3,0,2,0,0,254,1211,0,0.038544,172.16.112.207,6806,205.181.112.65,80,6,1000
2,0,0,0,356,228,0,0,0,0,135,164138,0,12.750262,194.27.251.21,7584,172.16.112.194,23,6,1000
0,0,0,0,1111,559,0,0,0,0,222,710946,0,23.822521,194.27.251.21,7584,172.16.112.194,23,6,1000
2,0,0,0,5,2,0,0,0,0,233,973,0,0.026069,172.16.114.207,7767,206.190.45.108,80,6,1000
2,0,0,0,11,3,0,0,0,0,258,5928,0,0.065459,172.16.112.207,8318,205.181.112.67,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.004025,172.16.112.207,9964,205.181.112.65,80,6,1000
2,0,0,0,11,1,0,0,0,0,334,8760,0,0.049457,172.16.115.87,10878,207.25.71.142,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.005021,172.16.117.103,11830,207.46.130.14,80,6,1000
2,0,0,0,302,196,0,0,0,0,587,1813,0,5.8482080000000005,172.16.112.149,11896,172.16.112.50,23,6,1000
4,0,0,0,13,3,0,2,0,0,402,2268,0,0.0050810000000000004,172.16.117.103,12367,131.84.1.31,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.002404,172.16.117.103,12374,131.84.1.31,80,6,1000
2,0,0,0,19,3,0,1,0,0,168,15207,0,0.061436000000000004,172.16.117.103,12852,205.228.184.105,80,6,1000
2,0,0,0,9,2,0,2,0,0,318,300,0,0.046642,172.16.114.207,13966,209.97.17.220,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.00037200000000000004,196.37.75.158,9340,172.16.114.50,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.114.207,16007,209.97.17.220,80,6,1000
2,0,0,0,7,2,0,1,0,0,232,2819,0,0.032075,172.16.117.103,16502,205.228.184.105,80,6,1000
2,0,0,0,5,2,0,0,0,0,220,721,0,0.024268,172.16.112.207,17599,209.67.29.11,80,6,1000
4,0,0,0,17,4,0,4,0,0,572,2395,0,0.009134999999999999,197.218.177.69,10258,172.16.114.50,80,6,1000
2,0,0,0,12,7,0,0,0,0,93,205,0,0.428712,172.16.114.207,18490,197.182.91.233,25,6,1000
2,0,0,0,8,2,0,2,0,0,218,330,0,0.029514999999999996,172.16.112.207,19570,209.67.29.11,80,6,1000
2,0,0,0,7,3,0,1,0,0,290,1645,0,0.03982,172.16.114.169,20010,207.46.130.167,80,6,1000
2,0,0,0,9,1,0,0,0,0,263,7300,0,0.041531,172.16.114.169,20940,152.52.2.144,80,6,1000
2,0,0,0,28,2,0,0,0,0,328,27740,0,0.08402899999999999,172.16.115.87,22086,134.205.165.120,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,197.218.177.69,20,172.16.114.168,22640,6,1000
2,0,0,0,8,2,0,1,0,0,209,2342,0,0.025722000000000002,172.16.117.103,23084,206.39.12.4,80,6,1000
2,0,0,0,17,13,0,0,0,0,1121,284,0,0.08513,172.16.114.50,2206,196.227.33.189,25,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.0065049999999999995,172.16.113.84,23150,207.25.71.141,80,6,1000
2,1,0,0,530,332,0,0,0,0,240,34094,0,362.88410899999997,172.16.113.105,25643,194.7.248.153,23,6,1000
0,1,0,0,313,195,0,0,0,0,75,70932,0,363.374032,172.16.113.105,25643,194.7.248.153,23,6,1000
0,0,0,0,1758,1157,0,0,0,0,616,7072,0,1938.327756,172.16.113.105,25643,194.7.248.153,23,6,1000
0,1,0,0,692,445,0,0,0,0,224,43326,0,419.9198999999999,172.16.113.105,25643,194.7.248.153,23,6,1000
0,0,0,0,367,242,0,0,0,0,122,1814,0,281.4010390000003,172.16.113.105,25643,194.7.248.153,23,6,1000
0,2,0,0,861,556,0,0,0,0,270,15670,0,804.2520189999997,172.16.113.105,25643,194.7.248.153,23,6,1000
0,1,0,0,370,228,0,0,0,0,107,46071,0,370.77414000000056,172.16.113.105,25643,194.7.248.153,23,6,1000
0,0,0,0,283,185,0,0,0,0,94,340,0,293.90721200000013,172.16.113.105,25643,194.7.248.153,23,6,1000
0,1,0,0,1401,899,0,0,0,0,452,45840,0,1682.1986639999993,172.16.113.105,25643,194.7.248.153,23,6,1000
0,0,0,0,500,328,0,0,0,0,176,583,0,84.31372100000044,172.16.113.105,25643,194.7.248.153,23,6,1000
2,0,0,0,180,101,0,0,0,0,144,268,0,3.150059,172.16.113.84,25710,172.16.114.50,23,6,1000
2,0,0,0,12,1,0,0,0,0,218,8760,0,0.043442,172.16.112.207,27676,199.95.74.90,80,6,1000
2,0,0,0,4,2,0,0,0,0,230,475,0,0.020343,172.16.112.207,28717,199.95.74.90,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.0037020000000000004,172.16.112.207,28941,199.95.74.90,80,6,1000
2,0,0,0,33,21,0,0,0,0,82,753,0,1.961336,194.27.251.21,12360,172.16.112.194,23,6,1000
0,0,0,0,570,357,0,0,0,0,103,225450,0,13.137782999999999,194.27.251.21,12360,172.16.112.194,23,6,1000
2,0,0,0,5,0,0,0,0,0,2920,0,0,0.036154,172.16.112.100,20,195.115.218.108,12385,6,1000
2,0,0,0,10,2,0,2,0,0,250,3249,0,0.024233,194.27.251.21,12486,172.16.112.100,80,6,1000
2,0,0,0,7,2,0,1,0,0,232,2445,0,0.022025,172.16.113.84,32398,207.25.71.200,80,6,1000
2,0,0,0,7,3,0,1,0,0,219,1239,0,0.021985,172.16.117.103,2115,192.233.11.26,80,6,1000
2,0,0,0,8,2,0,2,0,0,318,266,0,0.018943,195.115.218.108,14325,172.16.114.50,80,6,1000
2,0,0,0,7,2,0,2,0,0,341,111,0,463.43987000000004,196.37.75.158,14458,172.16.112.100,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,172.16.117.103,4251,131.84.1.31,80,6,1000
2,0,0,0,1,0,0,0,0,0,0,0,0,0.0049960000000000004,172.16.112.100,4991,205.132.175.200,80,6,1000
2,0,0,0,25,1,0,0,0,0,152,23360,0,9.16617,172.16.117.52,4861,199.95.74.90,80,6,1000
2,0,0,0,7,2,0,2,0,0,305,1380,0,0.00847,194.7.248.153,14869,172.16.114.50,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.001041,135.13.216.191,15458,172.16.114.50,80,6,1000
2,0,0,0,3,1,0,0,0,0,299,0,0,0.0033909999999999995,172.16.113.204,7179,209.1.224.190,80,6,1000
2,0,0,0,4,1,0,0,0,0,210,0,0,0.020868,172.16.117.52,7647,134.205.165.120,80,6,1000
2,0,0,0,10,2,0,1,0,0,205,3428,0,0.04274,172.16.117.52,8252,209.67.29.11,80,6,1000
2,0,0,0,335,215,0,0,0,0,152,4514,0,126.493311,172.16.113.84,8307,172.16.112.50,23,6,1000
2,0,0,0,26,1,0,0,0,0,260,27740,0,0.081596,194.7.248.153,16476,172.16.112.100,80,6,1000
2,0,0,0,3,1,0,0,0,0,241,0,0,0.005574,172.16.117.103,9401,209.143.199.30,80,6,1000
2,0,0,0,8,2,0,2,0,0,350,186,0,5.6874080000000005,172.16.112.100,1167,166.77.13.117,80,6,1000
2,0,0,0,5,2,0,0,0,0,229,2657,0,0.02391,172.16.117.52,11256,207.25.71.200,80,6,1000
2,0,0,0,9,2,0,2,0,0,216,751,0,0.030475,172.16.117.103,12497,207.18.199.3,80,6,1000
2,0,0,0,12,1,0,0,0,0,298,8760,0,0.129965,172.16.115.87,15129,207.77.90.36,80,6,1000
2,0,0,0,10,2,0,2,0,0,222,2506,0,0.05588200000000001,172.16.117.52,16584,209.67.29.11,80,6,1000
2,0,0,0,5,3,0,0,0,0,312,1157,0,0.025505,172.16.115.87,17384,207.25.71.200,80,6,1000
2,0,0,0,23,1,0,0,0,0,217,21900,0,0.091839,172.16.117.52,18319,209.67.29.11,80,6,1000
2,0,0,0,10,0,0,0,0,0,8760,0,0,0.047263,172.16.112.100,20,172.16.114.148,19658,6,1000
2,0,0,0,4,1,0,0,0,0,297,0,0,0.018101,172.16.115.87,20421,207.25.71.200,80,6,1000
2,0,0,0,2,0,0,0,0,0,0,0,0,0.001126,197.218.177.69,17629,172.16.114.50,80,6,1000
2,0,0,0,695,434,0,0,0,0,374,115866,0,21.605679000000002,194.7.248.153,18522,172.16.112.194,23,6,1000
2,0,0,0,28,1,0,0,0,0,142,27740,0,0.119402,172.16.117.52,21995,152.163.210.24,80,6,1000
1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,195.115.218.108,18996,172.16.112.100,80,6,1000
2,0,0,0,10,2,0,2,0,0,329,3322,0,0.037527,172.16.115.87,24624,12.13.211.226,80,6,1000
2,0,0,0,8,2,0,0,0,0,184,4380,0,0.057453,196.227.33.189,19585,172.16.114.50,80,6,1000
2,0,0,0,7,3,0,1,0,0,207,1322,0,0.019643,172.16.117.52,27453,136.149.63.132,80,6,1000
2,0,0,0,9,2,0,2,0,0,179,1962,0,0.020793,194.27.251.21,20546,172.16.112.100,80,6,1000
2,0,0,0,5,2,0,0,0,0,241,573,0,0.021111,172.16.112.207,28691,131.44.104.200,80,6,1000
